,pl_name,hostname,pl_rade,st_mass,sy_pnum
1578,Kepler-104 simulated 2,Kepler-104 simulated 318,3.7483163614077206,0.82,6
1579,Kepler-326 simulated 319,Kepler-326 simulated 319,1.52,0.85,6
1580,Kepler-326 simulated 319,Kepler-326 simulated 319,1.4,0.85,6
1581,Kepler-326 simulated 319,Kepler-326 simulated 319,1.21,0.85,6
1582,Kepler-326 simulated 0,Kepler-326 simulated 319,0.6551201576966774,0.85,6
1583,Kepler-326 simulated 1,Kepler-326 simulated 319,0.933900176750401,0.85,6
1584,Kepler-326 simulated 2,Kepler-326 simulated 319,1.2287046557485717,0.85,6
1585,DMPP-1 simulated 320,DMPP-1 simulated 320,3.06,1.21,6
1586,DMPP-1 simulated 320,DMPP-1 simulated 320,1.65,1.21,6
1587,DMPP-1 simulated 320,DMPP-1 simulated 320,1.86,1.21,6
1588,DMPP-1 simulated 0,DMPP-1 simulated 320,3.096929805217177,1.21,6
1589,DMPP-1 simulated 1,DMPP-1 simulated 320,2.105202991391489,1.21,6
1590,DMPP-1 simulated 2,DMPP-1 simulated 320,1.357844339085458,1.21,6
1591,Kepler-271 simulated 321,Kepler-271 simulated 321,1.23,0.9,6
1592,Kepler-271 simulated 321,Kepler-271 simulated 321,0.95,0.9,6
1593,Kepler-271 simulated 321,Kepler-271 simulated 321,0.66,0.9,6
1594,Kepler-271 simulated 0,Kepler-271 simulated 321,1.0935611379109316,0.9,6
1595,Kepler-271 simulated 1,Kepler-271 simulated 321,1.0402167149153376,0.9,6
1596,Kepler-271 simulated 2,Kepler-271 simulated 321,1.1119428107540081,0.9,6
1597,Kepler-154 simulated 322,Kepler-154 simulated 322,2.26,0.98,6
1598,Kepler-154 simulated 322,Kepler-154 simulated 322,2.95,0.98,6
1599,Kepler-154 simulated 322,Kepler-154 simulated 322,3.84,0.98,6
1600,Kepler-154 simulated 322,Kepler-154 simulated 322,1.5,0.98,6
1601,Kepler-154 simulated 322,Kepler-154 simulated 322,1.5,0.98,6
1602,Kepler-154 simulated 0,Kepler-154 simulated 322,2.072318596990856,0.98,6
1603,K2-37 simulated 323,K2-37 simulated 323,1.61,0.9,6
1604,K2-37 simulated 323,K2-37 simulated 323,2.75,0.9,6
1605,K2-37 simulated 323,K2-37 simulated 323,2.73,0.9,6
1606,K2-37 simulated 0,K2-37 simulated 323,2.3085604233968935,0.9,6
1607,K2-37 simulated 1,K2-37 simulated 323,2.503811347067572,0.9,6
1608,K2-37 simulated 2,K2-37 simulated 323,3.978413214644445,0.9,6
1609,Kepler-444 simulated 324,Kepler-444 simulated 324,0.53,0.76,6
1610,Kepler-444 simulated 324,Kepler-444 simulated 324,0.546,0.76,6
1611,Kepler-444 simulated 324,Kepler-444 simulated 324,0.741,0.76,6
1612,Kepler-444 simulated 0,Kepler-444 simulated 324,0.7762698421475791,0.76,6
1613,Kepler-444 simulated 1,Kepler-444 simulated 324,1.3789842829121726,0.76,6
1614,Kepler-444 simulated 2,Kepler-444 simulated 324,1.499301953973916,0.76,6
1615,Kepler-326 simulated 325,Kepler-326 simulated 325,1.52,0.85,6
1616,Kepler-326 simulated 325,Kepler-326 simulated 325,1.4,0.85,6
1617,Kepler-326 simulated 325,Kepler-326 simulated 325,1.21,0.85,6
1618,Kepler-326 simulated 0,Kepler-326 simulated 325,2.0512297447961245,0.85,6
1619,Kepler-326 simulated 1,Kepler-326 simulated 325,1.8390218512438061,0.85,6
1620,Kepler-326 simulated 2,Kepler-326 simulated 325,0.7057315675022825,0.85,6
1621,Kepler-298 simulated 326,Kepler-298 simulated 326,1.96,0.66,6
1622,Kepler-298 simulated 326,Kepler-298 simulated 326,1.93,0.66,6
1623,Kepler-298 simulated 326,Kepler-298 simulated 326,2.5,0.66,6
1624,Kepler-298 simulated 0,Kepler-298 simulated 326,1.778664817758827,0.66,6
1625,Kepler-298 simulated 1,Kepler-298 simulated 326,1.3829435722462606,0.66,6
1626,Kepler-298 simulated 2,Kepler-298 simulated 326,2.0631277997656077,0.66,6
1627,HD 42813 simulated 327,HD 42813 simulated 327,3.426,0.89,6
1628,HD 42813 simulated 327,HD 42813 simulated 327,1.58,0.89,6
1629,HD 42813 simulated 327,HD 42813 simulated 327,1.37,0.89,6
1630,HD 42813 simulated 0,HD 42813 simulated 327,2.0739562461376893,0.89,6
1631,HD 42813 simulated 1,HD 42813 simulated 327,2.1962148714027676,0.89,6
1632,HD 42813 simulated 2,HD 42813 simulated 327,2.367605766713101,0.89,6
1633,TOI-561 simulated 328,TOI-561 simulated 328,1.425,0.81,6
1634,TOI-561 simulated 328,TOI-561 simulated 328,2.91,0.81,6
1635,TOI-561 simulated 328,TOI-561 simulated 328,2.82,0.81,6
1636,TOI-561 simulated 328,TOI-561 simulated 328,2.55,0.81,6
1637,TOI-561 simulated 0,TOI-561 simulated 328,2.027327001534212,0.81,6
1638,TOI-561 simulated 1,TOI-561 simulated 328,3.081281297090158,0.81,6
1639,Kepler-446 simulated 329,Kepler-446 simulated 329,1.5,0.22,6
1640,Kepler-446 simulated 329,Kepler-446 simulated 329,1.11,0.22,6
1641,Kepler-446 simulated 329,Kepler-446 simulated 329,1.35,0.22,6
1642,Kepler-446 simulated 0,Kepler-446 simulated 329,3.489809625585953,0.22,6
1643,Kepler-446 simulated 1,Kepler-446 simulated 329,3.079074996603252,0.22,6
1644,Kepler-446 simulated 2,Kepler-446 simulated 329,3.707997602117683,0.22,6
1645,Kepler-184 simulated 330,Kepler-184 simulated 330,2.36,0.97,6
1646,Kepler-184 simulated 330,Kepler-184 simulated 330,1.97,0.97,6
1647,Kepler-184 simulated 330,Kepler-184 simulated 330,2.49,0.97,6
1648,Kepler-184 simulated 0,Kepler-184 simulated 330,1.10820887376501,0.97,6
1649,Kepler-184 simulated 1,Kepler-184 simulated 330,1.135104976852203,0.97,6
1650,Kepler-184 simulated 2,Kepler-184 simulated 330,1.1448806550086816,0.97,6
1651,Kepler-276 simulated 331,Kepler-276 simulated 331,2.87,1.1,6
1652,Kepler-276 simulated 331,Kepler-276 simulated 331,2.9,1.1,6
1653,Kepler-276 simulated 331,Kepler-276 simulated 331,2.8,1.1,6
1654,Kepler-276 simulated 0,Kepler-276 simulated 331,3.0551140434726873,1.1,6
1655,Kepler-276 simulated 1,Kepler-276 simulated 331,3.9272932474250624,1.1,6
1656,Kepler-276 simulated 2,Kepler-276 simulated 331,4.0,1.1,6
1657,HD 23472 simulated 332,HD 23472 simulated 332,2.0,0.67,6
1658,HD 23472 simulated 332,HD 23472 simulated 332,1.87,0.67,6
1659,HD 23472 simulated 332,HD 23472 simulated 332,0.75,0.67,6
1660,HD 23472 simulated 332,HD 23472 simulated 332,0.818,0.67,6
1661,HD 23472 simulated 332,HD 23472 simulated 332,1.137,0.67,6
1662,HD 23472 simulated 0,HD 23472 simulated 332,2.4119337917182495,0.67,6
1663,Kepler-327 simulated 333,Kepler-327 simulated 333,1.11,0.59,6
1664,Kepler-327 simulated 333,Kepler-327 simulated 333,1.03,0.59,6
1665,Kepler-327 simulated 333,Kepler-327 simulated 333,1.73,0.59,6
1666,Kepler-327 simulated 0,Kepler-327 simulated 333,1.5892367377523593,0.59,6
1667,Kepler-327 simulated 1,Kepler-327 simulated 333,0.9445151524993203,0.59,6
1668,Kepler-327 simulated 2,Kepler-327 simulated 333,1.0255975720585482,0.59,6
1669,HD 20794 simulated 334,HD 20794 simulated 334,1.45,0.7,6
1670,HD 20794 simulated 334,HD 20794 simulated 334,1.35,0.7,6
1671,HD 20794 simulated 334,HD 20794 simulated 334,2.04,0.7,6
1672,HD 20794 simulated 334,HD 20794 simulated 334,2.03,0.7,6
1673,HD 20794 simulated 0,HD 20794 simulated 334,2.412563651050973,0.7,6
1674,HD 20794 simulated 1,HD 20794 simulated 334,1.8616527307756574,0.7,6
1675,Kepler-1987 simulated 335,Kepler-1987 simulated 335,1.23,0.8,6
1676,Kepler-1987 simulated 335,Kepler-1987 simulated 335,1.33,0.8,6
1677,Kepler-1987 simulated 335,Kepler-1987 simulated 335,2.66,0.8,6
1678,Kepler-1987 simulated 335,Kepler-1987 simulated 335,1.92,0.8,6
1679,Kepler-1987 simulated 0,Kepler-1987 simulated 335,1.3969420138341235,0.8,6
1680,Kepler-1987 simulated 1,Kepler-1987 simulated 335,1.4509741223648023,0.8,6
1681,Kepler-138 simulated 336,Kepler-138 simulated 336,0.64,0.54,6
1682,Kepler-138 simulated 336,Kepler-138 simulated 336,1.51,0.54,6
1683,Kepler-138 simulated 336,Kepler-138 simulated 336,1.51,0.54,6
1684,Kepler-138 simulated 336,Kepler-138 simulated 336,0.797,0.54,6
1685,Kepler-138 simulated 0,Kepler-138 simulated 336,1.1673168239713767,0.54,6
1686,Kepler-138 simulated 1,Kepler-138 simulated 336,1.6899547131332084,0.54,6
1687,Kepler-79 simulated 337,Kepler-79 simulated 337,3.47,1.17,6
1688,Kepler-79 simulated 337,Kepler-79 simulated 337,3.72,1.17,6
1689,Kepler-79 simulated 337,Kepler-79 simulated 337,3.49,1.17,6
1690,Kepler-79 simulated 0,Kepler-79 simulated 337,4.0,1.17,6
1691,Kepler-79 simulated 1,Kepler-79 simulated 337,3.1112662586158004,1.17,6
1692,Kepler-79 simulated 2,Kepler-79 simulated 337,4.0,1.17,6
1693,K2-80 simulated 338,K2-80 simulated 338,2.01,0.9,6
1694,K2-80 simulated 338,K2-80 simulated 338,1.47,0.9,6
1695,K2-80 simulated 338,K2-80 simulated 338,2.552,0.9,6
1696,K2-80 simulated 0,K2-80 simulated 338,1.664036097529183,0.9,6
1697,K2-80 simulated 1,K2-80 simulated 338,1.5421655794048694,0.9,6
1698,K2-80 simulated 2,K2-80 simulated 338,1.1031444383010427,0.9,6
1699,Kepler-171 simulated 339,Kepler-171 simulated 339,2.34,0.91,6
1700,Kepler-171 simulated 339,Kepler-171 simulated 339,2.56,0.91,6
1701,Kepler-171 simulated 339,Kepler-171 simulated 339,1.89,0.91,6
1702,Kepler-171 simulated 0,Kepler-171 simulated 339,2.262465139845888,0.91,6
1703,Kepler-171 simulated 1,Kepler-171 simulated 339,2.7275305664142464,0.91,6
1704,Kepler-171 simulated 2,Kepler-171 simulated 339,4.0,0.91,6
1705,Kepler-184 simulated 340,Kepler-184 simulated 340,2.36,0.97,6
1706,Kepler-184 simulated 340,Kepler-184 simulated 340,1.97,0.97,6
1707,Kepler-184 simulated 340,Kepler-184 simulated 340,2.49,0.97,6
1708,Kepler-184 simulated 0,Kepler-184 simulated 340,3.6848820103888085,0.97,6
1709,Kepler-184 simulated 1,Kepler-184 simulated 340,4.0,0.97,6
1710,Kepler-184 simulated 2,Kepler-184 simulated 340,4.0,0.97,6
1711,Kepler-357 simulated 341,Kepler-357 simulated 341,1.84,0.79,6
1712,Kepler-357 simulated 341,Kepler-357 simulated 341,2.67,0.79,6
1713,Kepler-357 simulated 341,Kepler-357 simulated 341,3.43,0.79,6
1714,Kepler-357 simulated 0,Kepler-357 simulated 341,3.4165754547744918,0.79,6
1715,Kepler-357 simulated 1,Kepler-357 simulated 341,4.0,0.79,6
1716,Kepler-357 simulated 2,Kepler-357 simulated 341,4.0,0.79,6
1717,Kepler-331 simulated 342,Kepler-331 simulated 342,1.82,0.65,6
1718,Kepler-331 simulated 342,Kepler-331 simulated 342,1.84,0.65,6
1719,Kepler-331 simulated 342,Kepler-331 simulated 342,1.64,0.65,6
1720,Kepler-331 simulated 0,Kepler-331 simulated 342,2.027672505784076,0.65,6
1721,Kepler-331 simulated 1,Kepler-331 simulated 342,3.04126333920533,0.65,6
1722,Kepler-331 simulated 2,Kepler-331 simulated 342,2.1339153837988363,0.65,6
1723,Kepler-194 simulated 343,Kepler-194 simulated 343,1.51,1.09,6
1724,Kepler-194 simulated 343,Kepler-194 simulated 343,2.59,1.09,6
1725,Kepler-194 simulated 343,Kepler-194 simulated 343,2.4,1.09,6
1726,Kepler-194 simulated 0,Kepler-194 simulated 343,2.834113967868,1.09,6
1727,Kepler-194 simulated 1,Kepler-194 simulated 343,1.595445593312827,1.09,6
1728,Kepler-194 simulated 2,Kepler-194 simulated 343,2.50416486919408,1.09,6
1729,Kepler-184 simulated 344,Kepler-184 simulated 344,2.36,0.97,6
1730,Kepler-184 simulated 344,Kepler-184 simulated 344,1.97,0.97,6
1731,Kepler-184 simulated 344,Kepler-184 simulated 344,2.49,0.97,6
1732,Kepler-184 simulated 0,Kepler-184 simulated 344,3.504727506057505,0.97,6
1733,Kepler-184 simulated 1,Kepler-184 simulated 344,4.0,0.97,6
1734,Kepler-184 simulated 2,Kepler-184 simulated 344,4.0,0.97,6
1735,K2-37 simulated 345,K2-37 simulated 345,1.61,0.9,6
1736,K2-37 simulated 345,K2-37 simulated 345,2.75,0.9,6
1737,K2-37 simulated 345,K2-37 simulated 345,2.73,0.9,6
1738,K2-37 simulated 0,K2-37 simulated 345,2.3913716365075963,0.9,6
1739,K2-37 simulated 1,K2-37 simulated 345,1.7573534490169,0.9,6
1740,K2-37 simulated 2,K2-37 simulated 345,1.637064436583872,0.9,6
1741,Wolf 1061 simulated 346,Wolf 1061 simulated 346,1.21,0.29,6
1742,Wolf 1061 simulated 346,Wolf 1061 simulated 346,1.66,0.29,6
1743,Wolf 1061 simulated 346,Wolf 1061 simulated 346,2.69,0.29,6
1744,Wolf 1061 simulated 0,Wolf 1061 simulated 346,1.8584252941974522,0.29,6
1745,Wolf 1061 simulated 1,Wolf 1061 simulated 346,2.3539987419627253,0.29,6
1746,Wolf 1061 simulated 2,Wolf 1061 simulated 346,2.2187821081620474,0.29,6
1747,HD 108236 simulated 347,HD 108236 simulated 347,1.615,0.87,6
1748,HD 108236 simulated 347,HD 108236 simulated 347,2.071,0.87,6
1749,HD 108236 simulated 347,HD 108236 simulated 347,2.539,0.87,6
1750,HD 108236 simulated 347,HD 108236 simulated 347,3.083,0.87,6
1751,HD 108236 simulated 347,HD 108236 simulated 347,2.017,0.87,6
1752,HD 108236 simulated 0,HD 108236 simulated 347,2.205329266012711,0.87,6
1753,Kepler-218 simulated 348,Kepler-218 simulated 348,1.48,1.02,6
1754,Kepler-218 simulated 348,Kepler-218 simulated 348,3.14,1.02,6
1755,Kepler-218 simulated 348,Kepler-218 simulated 348,2.66,1.02,6
1756,Kepler-218 simulated 0,Kepler-218 simulated 348,4.0,1.02,6
1757,Kepler-218 simulated 1,Kepler-218 simulated 348,3.596038076573535,1.02,6
1758,Kepler-218 simulated 2,Kepler-218 simulated 348,2.5126004389678984,1.02,6
1759,GJ 357 simulated 349,GJ 357 simulated 349,1.2,0.34,6
1760,GJ 357 simulated 349,GJ 357 simulated 349,1.66,0.34,6
1761,GJ 357 simulated 349,GJ 357 simulated 349,2.34,0.34,6
1762,GJ 357 simulated 0,GJ 357 simulated 349,2.552691340929349,0.34,6
1763,GJ 357 simulated 1,GJ 357 simulated 349,2.477894215118219,0.34,6
1764,GJ 357 simulated 2,GJ 357 simulated 349,2.884602669426644,0.34,6
1765,Kepler-250 simulated 350,Kepler-250 simulated 350,1.13,0.83,6
1766,Kepler-250 simulated 350,Kepler-250 simulated 350,2.28,0.83,6
1767,Kepler-250 simulated 350,Kepler-250 simulated 350,2.18,0.83,6
1768,Kepler-250 simulated 0,Kepler-250 simulated 350,3.081216713343377,0.83,6
1769,Kepler-250 simulated 1,Kepler-250 simulated 350,2.253372318212634,0.83,6
1770,Kepler-250 simulated 2,Kepler-250 simulated 350,2.7926573139432005,0.83,6
1771,K2-32 simulated 351,K2-32 simulated 351,3.134,0.83,6
1772,K2-32 simulated 351,K2-32 simulated 351,3.484,0.83,6
1773,K2-32 simulated 351,K2-32 simulated 351,1.212,0.83,6
1774,K2-32 simulated 0,K2-32 simulated 351,0.9875864623293791,0.83,6
1775,K2-32 simulated 1,K2-32 simulated 351,0.9984255844528501,0.83,6
1776,K2-32 simulated 2,K2-32 simulated 351,1.1534279109437167,0.83,6
1777,HD 63433 simulated 352,HD 63433 simulated 352,2.164,0.99,6
1778,HD 63433 simulated 352,HD 63433 simulated 352,2.582,0.99,6
1779,HD 63433 simulated 352,HD 63433 simulated 352,1.073,0.99,6
1780,HD 63433 simulated 0,HD 63433 simulated 352,0.9069164203422596,0.99,6
1781,HD 63433 simulated 1,HD 63433 simulated 352,1.628140145363169,0.99,6
1782,HD 63433 simulated 2,HD 63433 simulated 352,1.9347681825163006,0.99,6
1783,AU Mic simulated 353,AU Mic simulated 353,3.957,0.5,6
1784,AU Mic simulated 353,AU Mic simulated 353,3.24,0.5,6
1785,AU Mic simulated 353,AU Mic simulated 353,1.02,0.5,6
1786,AU Mic simulated 0,AU Mic simulated 353,1.5809797039027818,0.5,6
1787,AU Mic simulated 1,AU Mic simulated 353,0.7567148049605026,0.5,6
1788,AU Mic simulated 2,AU Mic simulated 353,0.7496901564757534,0.5,6
1789,TOI-561 simulated 354,TOI-561 simulated 354,1.425,0.81,6
1790,TOI-561 simulated 354,TOI-561 simulated 354,2.91,0.81,6
1791,TOI-561 simulated 354,TOI-561 simulated 354,2.82,0.81,6
1792,TOI-561 simulated 354,TOI-561 simulated 354,2.55,0.81,6
1793,TOI-561 simulated 0,TOI-561 simulated 354,2.799607685260005,0.81,6
1794,TOI-561 simulated 1,TOI-561 simulated 354,3.4540725042850724,0.81,6
1795,Kepler-206 simulated 355,Kepler-206 simulated 355,1.2,1.05,6
1796,Kepler-206 simulated 355,Kepler-206 simulated 355,1.77,1.05,6
1797,Kepler-206 simulated 355,Kepler-206 simulated 355,1.19,1.05,6
1798,Kepler-206 simulated 0,Kepler-206 simulated 355,1.349491206707579,1.05,6
1799,Kepler-206 simulated 1,Kepler-206 simulated 355,1.429770928883186,1.05,6
1800,Kepler-206 simulated 2,Kepler-206 simulated 355,1.9655454490965911,1.05,6
1801,HD 42813 simulated 356,HD 42813 simulated 356,3.426,0.89,6
1802,HD 42813 simulated 356,HD 42813 simulated 356,1.58,0.89,6
1803,HD 42813 simulated 356,HD 42813 simulated 356,1.37,0.89,6
1804,HD 42813 simulated 0,HD 42813 simulated 356,2.217747955791517,0.89,6
1805,HD 42813 simulated 1,HD 42813 simulated 356,1.8006661146900549,0.89,6
1806,HD 42813 simulated 2,HD 42813 simulated 356,3.25658863279814,0.89,6
1807,TOI-561 simulated 357,TOI-561 simulated 357,1.425,0.81,6
1808,TOI-561 simulated 357,TOI-561 simulated 357,2.91,0.81,6
1809,TOI-561 simulated 357,TOI-561 simulated 357,2.82,0.81,6
1810,TOI-561 simulated 357,TOI-561 simulated 357,2.55,0.81,6
1811,TOI-561 simulated 0,TOI-561 simulated 357,1.9291387449117827,0.81,6
1812,TOI-561 simulated 1,TOI-561 simulated 357,2.0821602062187914,0.81,6
1813,Kepler-296 simulated 358,Kepler-296 simulated 358,1.61,0.5,6
1814,Kepler-296 simulated 358,Kepler-296 simulated 358,2.0,0.5,6
1815,Kepler-296 simulated 358,Kepler-296 simulated 358,2.09,0.5,6
1816,Kepler-296 simulated 358,Kepler-296 simulated 358,1.53,0.5,6
1817,Kepler-296 simulated 358,Kepler-296 simulated 358,1.8,0.5,6
1818,Kepler-296 simulated 0,Kepler-296 simulated 358,2.4262646185430783,0.5,6
1819,Kepler-399 simulated 359,Kepler-399 simulated 359,0.96,0.9,6
1820,Kepler-399 simulated 359,Kepler-399 simulated 359,1.43,0.9,6
1821,Kepler-399 simulated 359,Kepler-399 simulated 359,1.89,0.9,6
1822,Kepler-399 simulated 0,Kepler-399 simulated 359,1.581316495671269,0.9,6
1823,Kepler-399 simulated 1,Kepler-399 simulated 359,2.95439393087016,0.9,6
1824,Kepler-399 simulated 2,Kepler-399 simulated 359,4.0,0.9,6
1825,Kepler-352 simulated 360,Kepler-352 simulated 360,0.86,0.83,6
1826,Kepler-352 simulated 360,Kepler-352 simulated 360,1.24,0.83,6
1827,Kepler-352 simulated 360,Kepler-352 simulated 360,0.806,0.83,6
1828,Kepler-352 simulated 0,Kepler-352 simulated 360,1.033373636845873,0.83,6
1829,Kepler-352 simulated 1,Kepler-352 simulated 360,2.241357850128134,0.83,6
1830,Kepler-352 simulated 2,Kepler-352 simulated 360,3.3764380146912103,0.83,6
1831,Kepler-251 simulated 361,Kepler-251 simulated 361,1.33,0.95,6
1832,Kepler-251 simulated 361,Kepler-251 simulated 361,2.77,0.95,6
1833,Kepler-251 simulated 361,Kepler-251 simulated 361,2.77,0.95,6
1834,Kepler-251 simulated 361,Kepler-251 simulated 361,2.77,0.95,6
1835,Kepler-251 simulated 0,Kepler-251 simulated 361,1.2300365194287233,0.95,6
1836,Kepler-251 simulated 1,Kepler-251 simulated 361,0.7025794185622937,0.95,6
1837,Kepler-219 simulated 362,Kepler-219 simulated 362,2.95,1.17,6
1838,Kepler-219 simulated 362,Kepler-219 simulated 362,3.58,1.17,6
1839,Kepler-219 simulated 362,Kepler-219 simulated 362,2.81,1.17,6
1840,Kepler-219 simulated 0,Kepler-219 simulated 362,2.0231243123235583,1.17,6
1841,Kepler-219 simulated 1,Kepler-219 simulated 362,1.2246063867118913,1.17,6
1842,Kepler-219 simulated 2,Kepler-219 simulated 362,1.1515902095806172,1.17,6
1843,Kepler-235 simulated 363,Kepler-235 simulated 363,2.23,0.58,6
1844,Kepler-235 simulated 363,Kepler-235 simulated 363,1.28,0.58,6
1845,Kepler-235 simulated 363,Kepler-235 simulated 363,2.05,0.58,6
1846,Kepler-235 simulated 363,Kepler-235 simulated 363,2.22,0.58,6
1847,Kepler-235 simulated 0,Kepler-235 simulated 363,1.532685909898689,0.58,6
1848,Kepler-235 simulated 1,Kepler-235 simulated 363,1.0335304472861673,0.58,6
1849,Kepler-219 simulated 364,Kepler-219 simulated 364,2.95,1.17,6
1850,Kepler-219 simulated 364,Kepler-219 simulated 364,3.58,1.17,6
1851,Kepler-219 simulated 364,Kepler-219 simulated 364,2.81,1.17,6
1852,Kepler-219 simulated 0,Kepler-219 simulated 364,4.0,1.17,6
1853,Kepler-219 simulated 1,Kepler-219 simulated 364,4.0,1.17,6
1854,Kepler-219 simulated 2,Kepler-219 simulated 364,4.0,1.17,6
1855,Kepler-374 simulated 365,Kepler-374 simulated 365,1.03,1.04,6
1856,Kepler-374 simulated 365,Kepler-374 simulated 365,1.1,1.04,6
1857,Kepler-374 simulated 365,Kepler-374 simulated 365,1.31,1.04,6
1858,Kepler-374 simulated 0,Kepler-374 simulated 365,0.5505000712632188,1.04,6
1859,Kepler-374 simulated 1,Kepler-374 simulated 365,0.7910211841826943,1.04,6
1860,Kepler-374 simulated 2,Kepler-374 simulated 365,0.5,1.04,6
1861,LHS 1678 simulated 366,LHS 1678 simulated 366,0.685,0.35,6
1862,LHS 1678 simulated 366,LHS 1678 simulated 366,0.941,0.35,6
1863,LHS 1678 simulated 366,LHS 1678 simulated 366,0.981,0.35,6
1864,LHS 1678 simulated 0,LHS 1678 simulated 366,1.8395955130472845,0.35,6
1865,LHS 1678 simulated 1,LHS 1678 simulated 366,3.104678346220026,0.35,6
1866,LHS 1678 simulated 2,LHS 1678 simulated 366,2.5678998175481644,0.35,6
1867,Kepler-208 simulated 367,Kepler-208 simulated 367,1.63,1.16,6
1868,Kepler-208 simulated 367,Kepler-208 simulated 367,1.39,1.16,6
1869,Kepler-208 simulated 367,Kepler-208 simulated 367,1.2,1.16,6
1870,Kepler-208 simulated 367,Kepler-208 simulated 367,1.48,1.16,6
1871,Kepler-208 simulated 0,Kepler-208 simulated 367,2.0306768643516357,1.16,6
1872,Kepler-208 simulated 1,Kepler-208 simulated 367,4.0,1.16,6
1873,Kepler-363 simulated 368,Kepler-363 simulated 368,1.16,1.1,6
1874,Kepler-363 simulated 368,Kepler-363 simulated 368,1.69,1.1,6
1875,Kepler-363 simulated 368,Kepler-363 simulated 368,2.05,1.1,6
1876,Kepler-363 simulated 0,Kepler-363 simulated 368,1.6393448577878127,1.1,6
1877,Kepler-363 simulated 1,Kepler-363 simulated 368,3.7405967622149414,1.1,6
1878,Kepler-363 simulated 2,Kepler-363 simulated 368,3.6530708916209758,1.1,6
1879,Kepler-352 simulated 369,Kepler-352 simulated 369,0.86,0.83,6
1880,Kepler-352 simulated 369,Kepler-352 simulated 369,1.24,0.83,6
1881,Kepler-352 simulated 369,Kepler-352 simulated 369,0.806,0.83,6
1882,Kepler-352 simulated 0,Kepler-352 simulated 369,1.234820417614127,0.83,6
